row_index,sample_id,temperature,temperature_index,replicate_index,chain_index,chain_id,seed,initial_state,production_sweep_number,sample_index_within_chain,split_name,energy_per_spin,signed_magnetisation,absolute_magnetisation,acceptance_fraction
4637,d25_t15_r02_s037,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1520,37,validation,-0.96,-0.07,0.07,0.38281249999999994
4638,d25_t15_r02_s038,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1560,38,validation,-0.76,0.16,0.16,0.4091250000000001
4639,d25_t15_r02_s039,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1600,39,validation,-1.15,0.285,0.285,0.3841875
4640,d25_t15_r02_s040,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1640,40,validation,-0.99,0.21,0.21,0.3704375
4641,d25_t15_r02_s041,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1680,41,validation,-0.92,-0.125,0.125,0.3998125
4642,d25_t15_r02_s042,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1720,42,validation,-0.94,0.0,0.0,0.3810625000000001
4643,d25_t15_r02_s043,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1760,43,validation,-0.93,-0.305,0.305,0.39993749999999995
4644,d25_t15_r02_s044,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1800,44,validation,-1.05,0.15,0.15,0.3896875
4645,d25_t15_r02_s045,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1840,45,validation,-1.1,0.305,0.305,0.37793750000000004
4646,d25_t15_r02_s046,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1880,46,validation,-0.92,0.175,0.175,0.38587499999999997
4647,d25_t15_r02_s047,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1920,47,validation,-0.95,0.05,0.05,0.42443749999999997
4648,d25_t15_r02_s048,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,1960,48,validation,-0.97,0.02,0.02,0.41712499999999997
4649,d25_t15_r02_s049,2.7,15,2,92,ising2d_t15_r02_seed25051,25051,up,2000,49,validation,-1.02,-0.24,0.24,0.3746250000000001
4650,d25_t15_r03_s000,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,40,0,validation,-1.11,0.375,0.375,0.4063125
4651,d25_t15_r03_s001,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,80,1,validation,-0.95,-0.145,0.145,0.3873749999999999
4652,d25_t15_r03_s002,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,120,2,validation,-0.95,0.285,0.285,0.401375
4653,d25_t15_r03_s003,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,160,3,validation,-1.08,0.055,0.055,0.3978749999999999
4654,d25_t15_r03_s004,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,200,4,validation,-0.9,-0.26,0.26,0.3929375000000001
4655,d25_t15_r03_s005,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,240,5,validation,-0.93,-0.325,0.325,0.37131250000000005
4656,d25_t15_r03_s006,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,280,6,validation,-1.0,-0.25,0.25,0.3541875
4657,d25_t15_r03_s007,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,320,7,validation,-1.0,-0.35,0.35,0.40549999999999986
4658,d25_t15_r03_s008,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,360,8,validation,-0.95,-0.405,0.405,0.38193750000000004
4659,d25_t15_r03_s009,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,400,9,validation,-0.89,-0.24,0.24,0.38856250000000003
4660,d25_t15_r03_s010,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,440,10,validation,-0.96,0.125,0.125,0.39543750000000005
4661,d25_t15_r03_s011,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,480,11,validation,-0.96,0.05,0.05,0.4180625
4662,d25_t15_r03_s012,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,520,12,validation,-0.99,0.065,0.065,0.40156249999999993
4663,d25_t15_r03_s013,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,560,13,validation,-1.01,0.1,0.1,0.3938125
4664,d25_t15_r03_s014,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,600,14,validation,-1.01,-0.155,0.155,0.3875625
4665,d25_t15_r03_s015,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,640,15,validation,-0.96,-0.345,0.345,0.4102500000000001
4666,d25_t15_r03_s016,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,680,16,validation,-0.97,-0.385,0.385,0.3815
4667,d25_t15_r03_s017,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,720,17,validation,-1.02,-0.13,0.13,0.36768750000000006
4668,d25_t15_r03_s018,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,760,18,validation,-0.94,0.22,0.22,0.39437499999999986
4669,d25_t15_r03_s019,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,800,19,validation,-0.75,-0.31,0.31,0.40149999999999986
4670,d25_t15_r03_s020,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,840,20,validation,-0.88,0.115,0.115,0.3969375
4671,d25_t15_r03_s021,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,880,21,validation,-1.13,0.435,0.435,0.37912500000000005
4672,d25_t15_r03_s022,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,920,22,validation,-1.26,0.61,0.61,0.3428124999999999
4673,d25_t15_r03_s023,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,960,23,validation,-0.84,0.14,0.14,0.3798750000000001
4674,d25_t15_r03_s024,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1000,24,validation,-0.76,0.035,0.035,0.4174375
4675,d25_t15_r03_s025,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1040,25,validation,-0.97,-0.25,0.25,0.36431249999999993
4676,d25_t15_r03_s026,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1080,26,validation,-1.02,-0.085,0.085,0.37093750000000003
4677,d25_t15_r03_s027,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1120,27,validation,-0.98,-0.245,0.245,0.40075000000000005
4678,d25_t15_r03_s028,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1160,28,validation,-0.93,0.155,0.155,0.39075000000000015
4679,d25_t15_r03_s029,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1200,29,validation,-0.99,0.14,0.14,0.3779374999999999
4680,d25_t15_r03_s030,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1240,30,validation,-0.92,0.095,0.095,0.3534375
4681,d25_t15_r03_s031,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1280,31,validation,-0.86,-0.3,0.3,0.3833125
4682,d25_t15_r03_s032,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1320,32,validation,-1.1,-0.375,0.375,0.39868750000000003
4683,d25_t15_r03_s033,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1360,33,validation,-0.79,-0.11,0.11,0.39018749999999996
4684,d25_t15_r03_s034,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1400,34,validation,-0.99,-0.24,0.24,0.393625
4685,d25_t15_r03_s035,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1440,35,validation,-0.76,0.135,0.135,0.4145625
4686,d25_t15_r03_s036,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1480,36,validation,-0.8,-0.07,0.07,0.4034375
4687,d25_t15_r03_s037,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1520,37,validation,-0.98,0.46,0.46,0.39525
4688,d25_t15_r03_s038,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1560,38,validation,-0.98,0.225,0.225,0.4015625
4689,d25_t15_r03_s039,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1600,39,validation,-0.72,0.135,0.135,0.402625
4690,d25_t15_r03_s040,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1640,40,validation,-0.79,0.07,0.07,0.3934375000000001
4691,d25_t15_r03_s041,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1680,41,validation,-1.03,0.315,0.315,0.4051875
4692,d25_t15_r03_s042,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1720,42,validation,-0.91,-0.05,0.05,0.38018749999999996
4693,d25_t15_r03_s043,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1760,43,validation,-0.99,0.05,0.05,0.41987499999999994
4694,d25_t15_r03_s044,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1800,44,validation,-0.92,0.2,0.2,0.4105
4695,d25_t15_r03_s045,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1840,45,validation,-0.97,0.02,0.02,0.37399999999999994
4696,d25_t15_r03_s046,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1880,46,validation,-1.01,-0.315,0.315,0.38668749999999996
4697,d25_t15_r03_s047,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1920,47,validation,-0.81,-0.22,0.22,0.3571874999999999
4698,d25_t15_r03_s048,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,1960,48,validation,-0.92,0.39,0.39,0.39437500000000003
4699,d25_t15_r03_s049,2.7,15,3,93,ising2d_t15_r03_seed25069,25069,down,2000,49,validation,-1.08,0.325,0.325,0.3843125
4700,d25_t15_r04_s000,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,40,0,test,-0.9,-0.26,0.26,0.39237500000000003
4701,d25_t15_r04_s001,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,80,1,test,-1.09,0.105,0.105,0.39068749999999997
4702,d25_t15_r04_s002,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,120,2,test,-1.06,-0.01,0.01,0.38031249999999994
4703,d25_t15_r04_s003,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,160,3,test,-0.94,-0.085,0.085,0.38006249999999997
4704,d25_t15_r04_s004,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,200,4,test,-0.97,-0.285,0.285,0.41374999999999995
4705,d25_t15_r04_s005,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,240,5,test,-1.03,-0.245,0.245,0.3918750000000001
4706,d25_t15_r04_s006,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,280,6,test,-1.02,0.095,0.095,0.4078749999999999
4707,d25_t15_r04_s007,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,320,7,test,-0.92,0.23,0.23,0.3880625
4708,d25_t15_r04_s008,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,360,8,test,-0.96,-0.3,0.3,0.3976249999999999
4709,d25_t15_r04_s009,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,400,9,test,-1.02,-0.015,0.015,0.38531250000000006
4710,d25_t15_r04_s010,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,440,10,test,-0.91,0.135,0.135,0.38899999999999996
4711,d25_t15_r04_s011,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,480,11,test,-1.0,-0.35,0.35,0.3926875
4712,d25_t15_r04_s012,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,520,12,test,-0.94,0.15,0.15,0.37812500000000004
4713,d25_t15_r04_s013,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,560,13,test,-0.9,0.245,0.245,0.40218750000000003
4714,d25_t15_r04_s014,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,600,14,test,-0.87,0.37,0.37,0.3331874999999999
4715,d25_t15_r04_s015,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,640,15,test,-1.11,0.35,0.35,0.3644999999999999
4716,d25_t15_r04_s016,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,680,16,test,-0.96,0.135,0.135,0.3978124999999999
4717,d25_t15_r04_s017,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,720,17,test,-1.0,0.0,0.0,0.39981249999999996
4718,d25_t15_r04_s018,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,760,18,test,-0.99,0.1,0.1,0.41200000000000003
4719,d25_t15_r04_s019,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,800,19,test,-1.05,-0.245,0.245,0.4066875
4720,d25_t15_r04_s020,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,840,20,test,-1.11,-0.13,0.13,0.3794374999999999
4721,d25_t15_r04_s021,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,880,21,test,-0.91,0.055,0.055,0.40056250000000004
4722,d25_t15_r04_s022,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,920,22,test,-1.02,-0.135,0.135,0.40812500000000007
4723,d25_t15_r04_s023,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,960,23,test,-0.91,-0.12,0.12,0.4064374999999999
4724,d25_t15_r04_s024,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1000,24,test,-0.9,0.085,0.085,0.3911874999999999
4725,d25_t15_r04_s025,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1040,25,test,-1.01,0.22,0.22,0.3855625
4726,d25_t15_r04_s026,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1080,26,test,-0.93,0.175,0.175,0.36493749999999997
4727,d25_t15_r04_s027,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1120,27,test,-1.08,0.555,0.555,0.38787499999999997
4728,d25_t15_r04_s028,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1160,28,test,-0.85,0.455,0.455,0.35925
4729,d25_t15_r04_s029,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1200,29,test,-0.86,0.08,0.08,0.40443750000000006
4730,d25_t15_r04_s030,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1240,30,test,-0.99,-0.335,0.335,0.41381249999999997
4731,d25_t15_r04_s031,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1280,31,test,-1.07,-0.235,0.235,0.40375000000000005
4732,d25_t15_r04_s032,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1320,32,test,-0.94,-0.265,0.265,0.3966250000000001
4733,d25_t15_r04_s033,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1360,33,test,-0.97,0.055,0.055,0.37187500000000007
4734,d25_t15_r04_s034,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1400,34,test,-0.72,-0.14,0.14,0.3760624999999999
4735,d25_t15_r04_s035,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1440,35,test,-0.81,0.175,0.175,0.39856250000000004
4736,d25_t15_r04_s036,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1480,36,test,-1.18,-0.12,0.12,0.37581250000000005
4737,d25_t15_r04_s037,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1520,37,test,-0.86,-0.095,0.095,0.3751874999999999
4738,d25_t15_r04_s038,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1560,38,test,-0.98,0.04,0.04,0.42043749999999996
4739,d25_t15_r04_s039,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1600,39,test,-0.99,-0.005,0.005,0.3724374999999999
4740,d25_t15_r04_s040,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1640,40,test,-0.91,0.12,0.12,0.3730625
4741,d25_t15_r04_s041,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1680,41,test,-0.92,0.32,0.32,0.3695
4742,d25_t15_r04_s042,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1720,42,test,-0.98,0.065,0.065,0.3783125
4743,d25_t15_r04_s043,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1760,43,test,-0.98,-0.135,0.135,0.41187499999999994
4744,d25_t15_r04_s044,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1800,44,test,-0.87,-0.005,0.005,0.40099999999999997
4745,d25_t15_r04_s045,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1840,45,test,-0.97,-0.1,0.1,0.3791875
4746,d25_t15_r04_s046,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1880,46,test,-0.95,0.155,0.155,0.39668749999999997
4747,d25_t15_r04_s047,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1920,47,test,-0.94,-0.29,0.29,0.3875624999999999
4748,d25_t15_r04_s048,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,1960,48,test,-0.98,0.135,0.135,0.38306250000000003
4749,d25_t15_r04_s049,2.7,15,4,94,ising2d_t15_r04_seed25087,25087,up,2000,49,test,-1.02,0.165,0.165,0.404
4750,d25_t15_r05_s000,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,40,0,test,-0.96,0.075,0.075,0.39225
4751,d25_t15_r05_s001,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,80,1,test,-1.0,-0.005,0.005,0.38150000000000006
4752,d25_t15_r05_s002,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,120,2,test,-0.97,0.175,0.175,0.3922500000000001
4753,d25_t15_r05_s003,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,160,3,test,-0.98,0.285,0.285,0.3786250000000001
4754,d25_t15_r05_s004,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,200,4,test,-1.01,-0.22,0.22,0.39893749999999983
4755,d25_t15_r05_s005,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,240,5,test,-0.91,0.065,0.065,0.39281250000000006
4756,d25_t15_r05_s006,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,280,6,test,-0.92,-0.045,0.045,0.414125
4757,d25_t15_r05_s007,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,320,7,test,-1.01,-0.345,0.345,0.395625
4758,d25_t15_r05_s008,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,360,8,test,-0.97,-0.225,0.225,0.368125
4759,d25_t15_r05_s009,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,400,9,test,-0.89,0.16,0.16,0.42256250000000006
4760,d25_t15_r05_s010,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,440,10,test,-1.2,0.56,0.56,0.35925
4761,d25_t15_r05_s011,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,480,11,test,-0.89,0.155,0.155,0.3708125
4762,d25_t15_r05_s012,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,520,12,test,-0.83,-0.025,0.025,0.397375
4763,d25_t15_r05_s013,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,560,13,test,-1.05,0.255,0.255,0.38550000000000006
4764,d25_t15_r05_s014,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,600,14,test,-1.17,0.675,0.675,0.3507499999999999
4765,d25_t15_r05_s015,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,640,15,test,-0.83,0.095,0.095,0.353375
4766,d25_t15_r05_s016,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,680,16,test,-0.87,0.075,0.075,0.39025
4767,d25_t15_r05_s017,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,720,17,test,-0.89,0.09,0.09,0.40268750000000003
4768,d25_t15_r05_s018,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,760,18,test,-0.93,-0.135,0.135,0.40793749999999995
4769,d25_t15_r05_s019,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,800,19,test,-1.01,-0.08,0.08,0.4058125
4770,d25_t15_r05_s020,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,840,20,test,-1.09,-0.035,0.035,0.3849375000000001
4771,d25_t15_r05_s021,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,880,21,test,-0.93,0.23,0.23,0.3534375
4772,d25_t15_r05_s022,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,920,22,test,-0.81,0.125,0.125,0.38393749999999993
4773,d25_t15_r05_s023,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,960,23,test,-0.98,-0.22,0.22,0.40843749999999995
4774,d25_t15_r05_s024,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1000,24,test,-0.98,0.0,0.0,0.384
4775,d25_t15_r05_s025,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1040,25,test,-1.11,-0.43,0.43,0.3777499999999999
4776,d25_t15_r05_s026,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1080,26,test,-1.01,-0.01,0.01,0.35687499999999994
4777,d25_t15_r05_s027,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1120,27,test,-0.9,-0.135,0.135,0.3955625000000001
4778,d25_t15_r05_s028,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1160,28,test,-0.98,-0.155,0.155,0.4085000000000002
4779,d25_t15_r05_s029,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1200,29,test,-0.83,-0.365,0.365,0.38925
4780,d25_t15_r05_s030,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1240,30,test,-0.75,0.14,0.14,0.41531250000000003
4781,d25_t15_r05_s031,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1280,31,test,-1.05,0.13,0.13,0.394875
4782,d25_t15_r05_s032,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1320,32,test,-0.96,-0.2,0.2,0.3802499999999999
4783,d25_t15_r05_s033,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1360,33,test,-1.07,-0.48,0.48,0.3262500000000001
4784,d25_t15_r05_s034,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1400,34,test,-0.83,-0.285,0.285,0.39318749999999997
4785,d25_t15_r05_s035,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1440,35,test,-0.8,0.11,0.11,0.3986875
4786,d25_t15_r05_s036,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1480,36,test,-1.07,-0.27,0.27,0.38475000000000004
4787,d25_t15_r05_s037,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1520,37,test,-0.91,-0.08,0.08,0.38500000000000006
4788,d25_t15_r05_s038,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1560,38,test,-0.83,0.315,0.315,0.39256250000000004
4789,d25_t15_r05_s039,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1600,39,test,-0.87,-0.02,0.02,0.38093749999999993
4790,d25_t15_r05_s040,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1640,40,test,-1.23,-0.425,0.425,0.3745625
4791,d25_t15_r05_s041,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1680,41,test,-0.81,-0.14,0.14,0.3661875
4792,d25_t15_r05_s042,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1720,42,test,-0.91,-0.22,0.22,0.41550000000000004
4793,d25_t15_r05_s043,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1760,43,test,-0.95,-0.105,0.105,0.3918124999999999
4794,d25_t15_r05_s044,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1800,44,test,-0.94,0.0,0.0,0.36743750000000003
4795,d25_t15_r05_s045,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1840,45,test,-0.77,-0.015,0.015,0.4264374999999999
4796,d25_t15_r05_s046,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1880,46,test,-0.95,-0.1,0.1,0.4104375
4797,d25_t15_r05_s047,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1920,47,test,-1.14,-0.29,0.29,0.37449999999999994
4798,d25_t15_r05_s048,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,1960,48,test,-1.01,-0.02,0.02,0.38075000000000003
4799,d25_t15_r05_s049,2.7,15,5,95,ising2d_t15_r05_seed25105,25105,down,2000,49,test,-1.01,0.24,0.24,0.4095
4800,d25_t16_r00_s000,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,40,0,train,-0.59,0.085,0.085,0.47999999999999987
4801,d25_t16_r00_s001,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,80,1,train,-0.82,-0.005,0.005,0.43599999999999994
4802,d25_t16_r00_s002,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,120,2,train,-0.74,-0.02,0.02,0.46306249999999993
4803,d25_t16_r00_s003,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,160,3,train,-0.77,-0.015,0.015,0.44356249999999997
4804,d25_t16_r00_s004,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,200,4,train,-0.9,0.01,0.01,0.4826875000000001
4805,d25_t16_r00_s005,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,240,5,train,-0.8,0.045,0.045,0.4675625
4806,d25_t16_r00_s006,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,280,6,train,-0.89,0.27,0.27,0.4551874999999999
4807,d25_t16_r00_s007,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,320,7,train,-0.77,-0.185,0.185,0.45743750000000005
4808,d25_t16_r00_s008,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,360,8,train,-0.75,0.025,0.025,0.477
4809,d25_t16_r00_s009,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,400,9,train,-0.87,0.15,0.15,0.46506250000000016
4810,d25_t16_r00_s010,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,440,10,train,-0.65,-0.055,0.055,0.4636875000000001
4811,d25_t16_r00_s011,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,480,11,train,-0.83,0.06,0.06,0.47943749999999996
4812,d25_t16_r00_s012,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,520,12,train,-0.76,0.2,0.2,0.46587500000000004
4813,d25_t16_r00_s013,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,560,13,train,-0.83,-0.13,0.13,0.4512500000000001
4814,d25_t16_r00_s014,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,600,14,train,-0.79,-0.005,0.005,0.4733125
4815,d25_t16_r00_s015,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,640,15,train,-0.69,0.14,0.14,0.4641875
4816,d25_t16_r00_s016,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,680,16,train,-0.8,0.115,0.115,0.45806250000000004
4817,d25_t16_r00_s017,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,720,17,train,-0.86,-0.1,0.1,0.45843750000000005
4818,d25_t16_r00_s018,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,760,18,train,-0.9,0.195,0.195,0.46781249999999996
4819,d25_t16_r00_s019,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,800,19,train,-0.78,0.125,0.125,0.47162500000000007
4820,d25_t16_r00_s020,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,840,20,train,-0.88,-0.305,0.305,0.45962499999999984
4821,d25_t16_r00_s021,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,880,21,train,-0.72,-0.035,0.035,0.45612499999999995
4822,d25_t16_r00_s022,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,920,22,train,-0.69,0.005,0.005,0.4669999999999999
4823,d25_t16_r00_s023,3.0,16,0,96,ising2d_t16_r00_seed25016,25016,up,960,23,train,-0.64,-0.055,0.055,0.46975
